Research name,Publication Title,Author List,Conf/Journal Details,Citation count,Year,Filename,Ignore Y/N
Gareth Jones,Current evidence of MTX efficacy in childhood chronic uveitis: a systematic review and meta-analysis,"G Simonini, P Paudyal, Gareth Jones, R Cimaz, Gary Macfarlane",Pediatric Rheumatology 9 (1) 1-1,0,2011,,
Gareth Jones,A1117. LEARNING CURVE IN MINIMALLY INVASIVE TOTAL KNEE ARTHROPLASTY AS MEASURED BY POST-OPERATIVE COMPLICATION RATE,"Gareth Jones, Jp Hollingdale",Orthopaedic Proceedings 93 (SUPP_IV) 459-459,0,2011,,
Gareth Jones,Multilingual Information Access Evaluation II. Multimedia Experiments,"Carol Peters, Barbara Caputo, Julio Gonzalo, Gareth Jones, Jayashree Kalpathy-Cramer, Henning Muller, Theodora Tsikrika",LNCS 6242,0,2010,,
Gareth Jones,Recent developments in information retrieval,"Cathal Gurrin, Yulan He, Gabriella Kazai, Udo Kruschwitz, Suzanne Little, Thomas Roelleke, Stefan Ruger, Keith Van Rijsbergen",European Conference on Information Retrieval 1-9,5,2010,,
Gareth Jones,Multilingual Information Access Evaluation II-Multimedia Experiments,"Barbara Caputo, Julio Gonzalo, Gareth Jones, Jayashree Kalpathy-Cramer, Henning Muller, Theodora Tsikrika",Springer-Verlag Berlin Heidelberg,5,2010,,
Gareth Jones,"Multilingual Information Access Evaluation I-Text Retrieval Experiments: 10th Workshop of the Cross-Language Evaluation Forum, CLEF 2009, Corfu, Greece, September 30-October 2 …",Carol Peters,Springer Science & Business Media,12,2010,,
Gareth Jones,"Multilingual Information Access Evaluation II-Multimedia Experiments: 10th Workshop of the Cross-Language Evaluation Forum, CLEF 2009, Corfu, Greece, September 30-October 2 …","Carol Peters, Barbara Caputo, Julio Gonzalo, Gareth Jones, Jayashree Kalpathy-Cramer, Henning Muller, Theodora Tsikrika",Springer,5,2010,,
Gareth Jones,DCU at VideoCLEF 2009,"Ágnes Gyarmati, Gareth Jones",,0,2009,,
Gareth Jones,Evaluating Systems for Multilingual and Multimodal Information Access,"Carol Peters, Thomas Deselaers, Nicola Ferro, Julio Gonzalo, Gareth Jones, Mikko Kurimo, Thomas Mandl, Anselmo Penas, Vivien Petras",LNCS 5706,10,2009,,
Gareth Jones,CLEF 2008,"Carol Peters, Thomas Deselaers, Nicola Ferro, Julio Gonzalo, Gareth Jones, M Kurimo, Thomas Mandl, A Peñas, Vivien Petras",Springer,2,2009,,
Gareth Jones,"TCD-DCU at TEL@ CLEF 2009: Document Expansion, Query Translation and Language Modeling","Johannes Leveling, Dong Zhou, Gareth Jones, Vincent Wade",Working Notes for the CLEF 2009 Workshop Corfu Greece 30,4,2009,,
Gareth Jones,Combining relevance information in a synchronous collaborative information retrieval environment,"Colum Foley, Alan F. Smeaton, Gareth Jones",Collaborative and Social Information Retrieval and Access: Techniques for …,3,2009,,
Gareth Jones,DCU@ CLEF-IP 2009: Exploring Standard IR Techniques on Patent Retrieval.,"Walid Magdy, Johannes Leveling, Gareth Jones",CLEF (Working Notes),4,2009,,
Gareth Jones,Document expansion for text-based image retrieval at CLEF 2009,"Jinming Min, Peter Wilkins, Johannes Leveling, Gareth Jones",Workshop of the Cross-Language Evaluation Forum for European Languages 172-176,2,2009,,
Gareth Jones,"TCD-DCU at LogCLEF 2009: An Analysis of Queries, Actions, and Interface Languages.","M Rami Ghorab, Johannes Leveling, Dong Zhou, Gareth Jones, Vincent Wade",CLEF (Working Notes),6,2009,,
Suzanne Little,Interactive surveillance event detection at TRECVid2012,"Suzanne Little, Iveel Jargalsaikhan, Kathy Clawson, Marcos Nieto, Hao Li, Cem Direkoglu, Noel O’Connor, Alan F. Smeaton, Jun Li, Brian Scotney, Hui Wang, Seán Gaines, Aitor Rodriguez, Pedro Sanchez, Ana Martınez Llorens, Karina Villarroel Peniza, Roberto Gimenez, Raúl Santos De La Cámara, Anna Mereu, Celso Prados, Emmanouil Kafetzakis",Proceedings of the 3rd ACM conference on International conference on …,1,2013,,
Suzanne Little,""" Colearning""-Collaborative Open Learning through OER and Social Media","Alexandra Okada, Izabel Meister, Alexander Mikroyannidis, Suzanne Little",EdUEMA,6,2013,,
Suzanne Little,Finding and reusing learning materials with multimedia similarity search and social networks,"Suzanne Little, Rebecca Ferguson, Stefan Ruger",Technology Pedagogy and Education 21 (2) 255-271,11,2012,,
Suzanne Little,Coaprendizagem através de REA e Mídias Sociais,"Alexandra Okada, Alexander Mikroyannidis, Izabel Meister, Suzanne Little",Open Educational Resources and Social Networks: Colearning and professional …,11,2012,,
Suzanne Little,"“Colearning”-collaborative networks for creating, sharing and reusing OER through social media","Alexandra Okada, Alexander Mikroyannidis, Izabel Meister, Suzanne Little",,50,2012,,
Suzanne Little,SAVASA–STANDARDS-BASED APPROACH TO VIDEO ARCHIVE SEARCH AND ANALYSIS,"Suzanne Little, Kathy Clawson, Cem Direkoglu, Seán Gaines, Francesca Gaudino, Iveel Jargalsaikhan, Emmanouil Kafetzakis, Tasos Kourtis, Jun Li",,0,2012,,
Suzanne Little,Coaprendizagem através de REA e Redes Sociais,"Alexandra Okada, Alexander Mikroyannidis, Izabel Meister, Suzanne Little",Okada A,6,2012,,
Suzanne Little,Multimedia: information representation and access,"Suzanne Little, Evan Brown, Stefan Ruger",Facet Publishing,1,2011,,
Suzanne Little,"Multimedia: behaviour, interfaces and interaction.","Haiming Liu, Suzanne Little, Stefan Ruger",Interactive Information Seeking Behaviour and Retrieval 221-234,4,2011,,
Suzanne Little,Navigating and discovering educational materials through visual similarity search,Suzanne Little,EdMedia+ Innovate Learning 1940-1949,8,2011,,
Suzanne Little,Supporting the collaborative adaptation of open educational resources: The OpenScout Tool Library,"Alexander Mikroyannidis, Alexandra Okada, Suzanne Little, Teresa Connolly",EdMedia+ Innovate Learning 3734-3739,13,2011,,
Suzanne Little,Formal metadata and shared experiences for discovering tools to adapt open educational resources,"Suzanne Little, Alexander Mikroyannidis, Alexandra Okada, Peter Scott",2011 Seventh International Conference on Signal Image Technology & Internet …,8,2011,,
Suzanne Little,ECIR 2010: 32nd european conference on information retrieval research,"Cathal Gurrin, Yulan He, Udo Kruschwitz, Suzanne Little, Stefan Ruger",ACM SIGIR Forum 44 (1) 2-18,0,2010,,
Suzanne Little,NewsRoom: An information-seeking support system for news videos,"Abdigani Diriye, Srdan Zagorac, Suzanne Little, Stefan Ruger",Proceedings of the international conference on Multimedia information …,5,2010,,
Suzanne Little,Recent developments in information retrieval,"Cathal Gurrin, Yulan He, Gabriella Kazai, Udo Kruschwitz, Suzanne Little, Thomas Roelleke, Stefan Ruger, Keith Van Rijsbergen",European Conference on Information Retrieval 1-9,5,2010,,
Suzanne Little,"Evaluation of feature subset selection, feature weighting, and prototype selection for biomedical applications","Suzanne Little, Sara Colantonio, Ovidio Salvetti, Petra Perner",Journal of Software Engineering and Applications 3 (01) 39,8,2010,,
Suzanne Little,Prototype–Based Classification in Unbalanced Biomedical Problems,"Sara Colantonio, Suzanne Little, Ovidio Salvetti, Petra Perner",Successful Case-based Reasoning Applications-I 143-163,4,2010,,
Suzanne Little,An overview of evaluation campaigns in multimedia retrieval,"Suzanne Little, Ainhoa Llorente, Stefan Ruger",ImageCLEF 507-525,8,2010,,
Suzanne Little,Conservation of effort in feature selection for image annotation,"Suzanne Little, Stefan Ruger",2009 IEEE International Workshop on Multimedia Signal Processing 1-6,8,2009,,
Suzanne Little,Can Prototype-Based Classification be a good Method for Biomedical Applications?.,"Suzanne Little, Sara Colatino, Ovidio Salvetti, Petra Perner",Trans. MLDM 2 (1) 44-61,5,2009,,
Suzanne Little,Automated content based video retrieval,"Sr An Zagorac, Ainhoa Llorente, Suzanne Little, Haiming Liu, Stefan Ruger",,3,2009,,
Suzanne Little,MMIS at ImageCLEF 2009: Non-parametric Density Estimation Algorithms.,"Ainhoa Llorente, Suzanne Little, Stefan Ruger",CLEF (Working Notes),4,2009,,
Silvana Togneri Mac Mahon,A Framework for Taxonomy Based Testing Using Classification of Defects in Health Software-SW91,"Hamsini Ketheswarasarma Rajaram, John Loane, Silvana Togneri Mac Mahon, Fergal McCaffery",European Conference on Software Process Improvement 606-618,0,2019,,
Silvana Togneri Mac Mahon,Taxonomy‐based testing and validation of a new defect classification for health software,"Hamsini Ketheswarasarma Rajaram, John Loane, Silvana Togneri Mac Mahon, Fergal McCaffery",Journal of Software: Evolution and Process 31 (1) e1985,1,2019,,
Silvana Togneri Mac Mahon,Revising IEC 80001-1: Risk management of health information technology systems,"Silvana Togneri Mac Mahon, Todd Cooper, Fergal McCaffery",Computer Standards & Interfaces 60 67-72,7,2018,,
Silvana Togneri Mac Mahon,"Taxonomy Based Testing using SW91, a Medical Device Software Defect Taxonomy","Hamsini Ketheswarasarma Rajaram, John Loane, Silvana Togneri Mac Mahon, Fergal McCaffery",,0,2018,,
Silvana Togneri Mac Mahon,Taxonomy Based Testing and Validation of a new Defect Classification for Health Software,"Hamsini Ketheswarasarma Rajaram, John Loane, Silvana Togneri Mac Mahon, Fergal McCaffery",Journal of Software: Evolution and Process,0,2018,,
Silvana Togneri Mac Mahon,Approach to the development of a Unified Framework for Safety Critical Software Development,"Andrzej Beniamin Bujok, Silvana Togneri Mac Mahon, Peadar Grant, Dick Whelan, William J Rickard, Fergal McCaffery",Computer Standards & Interfaces 54 152-161,7,2017,,
Silvana Togneri Mac Mahon,A Proposed Approach to the Revision of IEC 80001-1 Following Annex SL,"Silvana Togneri Mac Mahon, Todd Cooper, Fergal McCaffery",International Conference on Software Process Improvement and Capability …,0,2017,,
Silvana Togneri Mac Mahon,Benefits of Defect Taxonomies and Validation of a new Defect Classifi-cation for Health Software,"Hamsini Ketheswarasarma Rajaram, John Loane, Silvana Togneri Mac Mahon, Fergal McCaffery",EuroAsiaSPI2 Blue Book Series Selected Papers,4,2017,,
Silvana Togneri Mac Mahon,The MedITNet assessment framework: development and validation of a framework for improving risk management of medical IT networks,"Silvana Togneri Mac Mahon, Fergal McCaffery, Frank Keenan",Journal of Software: Evolution and Process 28 (9) 817-834,4,2016,,
Silvana Togneri Mac Mahon,Safety Critical Software Development–Extending Quality Management System Practices to Achieve Compliance with Regulatory Requirements,"Andrzej Beniamin Bujok, Silvana Togneri Mac Mahon, Fergal McCaffery, Dick Whelan, Bernard Mulcahy, William J Rickard",International Conference on Software Process Improvement and Capability …,3,2016,,
Silvana Togneri Mac Mahon,The MedITNet Assessment Method–Development and Validation using Action Design Research. Self Assessment against IEC 80001-1,"Silvana Togneri Mac Mahon, Fergal McCaffery, Frank Keenan",International Journal on Advances in Life Sciences 8 (1 & 2) 143-153,0,2016,,
Silvana Togneri Mac Mahon,Development of the MedITNet Assessment Method. Enabling Healthcare Delivery Organisation Self Assessment against IEC 80001-1,"Silvana Togneri Mac Mahon, Fergal McCaffery, Frank Keenan",The First International Conference on Fundamentals and Advances in Software …,3,2015,,
Silvana Togneri Mac Mahon,Development and validation of the MedITNet assessment framework: improving risk management of medical IT networks,"Silvana Togneri Mac Mahon, Fergal McCaffery, Frank Keenan",Proceedings of the 2015 International Conference on Software and System …,8,2015,,
Silvana Togneri Mac Mahon,Assessing a hospital's medical IT network risk management practice with 80001-1,"Francis J Hegarty, Silvana Togneri Mac Mahon, Patricia Byrne, Fergal McCaffery",Biomedical instrumentation & technology 48 (1) 64-71,11,2014,,
Silvana Togneri Mac Mahon,Using IEC80001-1 to assess a hospital’s Medical IT-Network risk management practice,"Silvana Togneri Mac Mahon, Francis J Hegarty, Fergal McCaffery, Patricia Byrne",Biomedical Instrumentation & Technology,0,2014,,
Silvana Togneri Mac Mahon,The Approach to the Development of an Assessment Method for IEC 80001-1,"Silvana Togneri Mac Mahon, Fergal McCaffery, Frank Keenan",International Conference on Software Process Improvement and Capability …,5,2013,,
Silvana Togneri Mac Mahon,Risk management of medical IT networks: an ISO/IEC 15504 compliant approach to assessment against IEC 80001-1,"Silvana Togneri Mac Mahon, Fergal McCaffery, Frank Keenan",Proceedings of the 2013 International Conference on Software and System …,5,2013,,
Silvana Togneri Mac Mahon,Assessing against IEC 80001-1,"Silvana Togneri Mac Mahon, Fergal McCaffery, Sherman Eagles, Frank Keenan, Marion Lepmets, Alain Renault",,2,2013,,
Silvana Togneri Mac Mahon,Improving safety in medical devices from concept to retirement,"Martin Mchugh, Fergal McCaffery, Silvana Togneri Mac Mahon, Anita Finnegan",Handbook of Medical and Healthcare Technologies 453-480,4,2013,,
Silvana Togneri Mac Mahon,Transforming requirements of IEC 80001-1 into an ISO/IEC 15504-2 compliant process reference model and process assessment model,"Silvana Togneri Mac Mahon, Fergal McCaffery, Frank Keenan",Euro SPI,7,2013,,
Silvana Togneri Mac Mahon,Towards a process assessment model for IEC 80001-1,"Silvana Togneri Mac Mahon, Fergal McCaffery, Frank Keenan",,4,2013,,
Silvana Togneri Mac Mahon,Experience gained in applying IEC 80001-1 principles to a medical IT network supporting a clinical information system.,"Silvana Togneri Mac Mahon, Francis J Hegarty, Patricia Byrne",Medical Physics International 1 (2) 299,0,2013,,
Silvana Togneri Mac Mahon,Development of a process assessment model for assessing medical IT networks against IEC 80001-1,"Silvana Togneri Mac Mahon, Fergal McCaffery, Sherman Eagles, Frank Keenan, Marion Lepmets, Alain Renault",International Conference on Software Process Improvement and Capability …,9,2012,,
Andrew McCarren,A Multivocal Literature Review of Function-as-a-Service (FaaS) Infrastructures and Implications for Software Developers,"Jake Grogan, Connor Mulready, James Mcdermott, Martynas Urbanavicius, Murat Yilmaz, Yalemisew Abgaz, Andrew McCarren, Silvana Togneri Mac Mahon, Vahid Garousi, Peter Elger, Paul M. Clarke",European Conference on Software Process Improvement 58-75,0,2020,,
Andrew McCarren,Ecological validity of self-reported wellness measures to assess pre-training and pre-competition preparedness within elite Gaelic football,"Bryan Cullen, Andrew McCarren, Shane Malone",Sport Sciences for Health 1-10,0,2020,,
Andrew McCarren,Alterations in Team Physical Performance and Possession in Elite Gaelic Football Competition,"Declan Gamble, Niall Moyna, Richard Mccann, Damian Martin, Gerard Mc Mahon, Lee Rooney, Matt Spencer, Jonathan Bradley, Andrew McCarren",American Journal of Sports Science 8 (2) 39,0,2020,,
Andrew McCarren,Novel component variables can be used to distinguish between winning and losing across match periods in elite Gaelic football,"Declan Gamble, Andrew McCarren, Jonathan Bradley, Niall Moyna",International Journal of Performance Analysis in Sport 20 (2) 264-279,1,2020,,
Andrew McCarren,"Rapid Identification of Saber Steel Flexibility, Microhardness, and Chemical Composition by Analyzing Electromagnetic Signatures",Lucas Braddock Chen,American Journal of Sports Science 8 (2) 29-32,1,2020,,
Andrew McCarren,"The effect of participating in MedEx Wellness, a community-based chronic disease exercise rehabilitation programme, on physical, clinical and psychological health: A study …","Bróna Kehoe, Fiona Skelly, Niall Moyna, Mairéad Cantwell, Lorraine Boran, Leslie Daly, Andrew McCarren, Kieran Dowd, Catherine Woods, Noel Mccaffrey, Lisa Loughney",Contemporary Clinical Trials Communications 19 100591,0,2020,,
Andrew McCarren,Identifying extra-terrestrial intelligence using machine learning,"Ma Lgorzata Gutowska, Michael Scriney, Andrew McCarren",,0,2019,,
Andrew McCarren,Automating data mart construction from semi-structured data sources,"Michael Scriney, Suzanne Mccarthy, Andrew McCarren, Paolo Cappellari, Mark Roantree",The Computer Journal 62 (3) 394-413,3,2019,,
Andrew McCarren,An Evaluation of the Irish Life Schools Fitness Challenge: 2983: Board# 29 May 31 2: 00 PM-3: 30 PM,"Kevin D O’Brien, Sarah M Kelly, Mark Roantree, Andrew McCarren, Brona Furlong, Niall Moyna",Medicine & Science in Sports & Exercise 51 (6) 817,0,2019,,
Andrew McCarren,Fact or factitious? Contextualized opinion spam detection,"Stefan Kennedy, Niall Walsh, Kirils Sloka, Andrew McCarren, Jennifer Foster",Proceedings of the 57th Annual Meeting of the Association for Computational …,5,2019,,
Andrew McCarren,Team performance indicators which differentiate between winning and losing in elite Gaelic football,"Declan Gamble, Jonathan Bradley, Andrew McCarren, Niall Moyna",International Journal of Performance Analysis in Sport 19 (4) 478-490,6,2019,,
Andrew McCarren,"The long-term effects of a physical activity behaviour change intervention on cancer survivors' level of depression, fatigue and mental well-being.","Mairéad Cantwell, Brona Furlong, B Woods, N Mccaffrey, N Loughney, Fiona Skelly, Kieran Dowd, Andrew McCarren, Niall Moyna",Proceedings of the 2019 International Society of Behavioral Nutrition and …,0,2019,,
Andrew McCarren,Benchmarking parametric and Machine Learning models for genomic prediction of complex traits,"Christina B Azodi, Emily Bolger, Andrew McCarren, Mark Roantree, Gustavo De Los Campos, Shin-Han Shiu",G3: Genes Genomes Genetics 9 (11) 3691-3702,5,2019,,
Andrew McCarren,Predicting No-show Medical Appointments Using Machine Learning,"Sara Alshaya, Andrew McCarren, Amal Al-Rasheed",International Conference on Computing 211-223,0,2019,,
Andrew McCarren,Predicting Saudi Stock Market Index by Incorporating GDELT Using Multivariate Time Series Modelling,"Rawan Alamro, Andrew McCarren, Amal Al-Rasheed",International Conference on Computing 317-328,3,2019,,
Andrew McCarren,Temporal changes in team performance indicators which differentiate between winning and losing in elite Gaelic football,"Declan Gamble, Andrew McCarren, Jonathan Bradley, Niall Moyna",American Journal of Sports Science 7 (4) 199-207,2,2019,,
Andrew McCarren,1482 Occupational social class and self rated health. a cross sectional study of older irish adults from the irish longitudinal study on ageing,"Sarah M Kelly, Andrew McCarren, A Reid",Occupational and Environmental Medicine 75 (Suppl 2) A38-A39,0,2018,,
Andrew McCarren,Comparison of sprint interval and endurance training in team sport athletes,"David T Kelly, Críonna Tobin, Brendan Egan, Andrew McCarren, Paul L O’Connor, Noel Mccaffrey, Niall Moyna",The Journal of Strength & Conditioning Research 32 (11) 3051-3058,1,2018,,
Andrew McCarren,Data mining in agri warehouses using modwt wavelet analysis,"Ken Bailey, Mark Roantree, Martin Crane, Andrew McCarren",International Conference on Information and Software Technologies 241-253,1,2017,,
John McKenna,A comparison of linear and nonlinear dimensionality reduction methods applied to synthetic speech,"Andrew Errity, John Mckenna",Tenth Annual Conference of the International Speech Communication Association,2,2009,,
Alessandra Mileo,C-ASP: Continuous ASP-Based Reasoning over RDF Streams,"B Thu-Le Pham, Muhammad Intizar Ali, Alessandra Mileo",Logic Programming and Nonmonotonic Reasoning: 15th International Conference …,0,2019,,
Alessandra Mileo,C-ASP: Continuous ASP-Based Reasoning over RDF Streams,"Thu-Le Pham, Muhammad Intizar Ali, Alessandra Mileo",International Conference on Logic Programming and Nonmonotonic Reasoning 45-50,2,2019,,
Alessandra Mileo,"Observing the pulse of a city: A smart city framework for real-time discovery, federation, and aggregation of data streams","Sefki Kolozali, Maria Bermudez-Edo, Nazli Farajidavar, Payam Barnaghi, Feng Gao, Muhammad Intizar Ali, Alessandra Mileo, Marten Fischer, Thorben Iggena, Daniel Kuemper, Ralf Tonjes",IEEE Internet of Things Journal 6 (2) 2651-2668,13,2018,,
Alessandra Mileo,Real-time data analytics and event detection for IoT-enabled communication systems,"Muhammad Intizar Ali, Naomi Ono, Mahedi Kaysar, Zia Ush Shamszaman, Thu-Le Pham, Feng Gao, Keith Griffin, Alessandra Mileo",Journal of Web Semantics 42 19-37,33,2017,,
Alessandra Mileo,Access control and the resource description framework: A survey,"Sabrina Kirrane, Alessandra Mileo, Stefan Decker",Semantic Web 8 (2) 311-352,38,2017,,
Alessandra Mileo,Qos-aware adaptation for complex event service,"Feng Gao, Muhammad Intizar Ali, Edward Curry, Alessandra Mileo",Proceedings of the 31st Annual ACM Symposium on Applied Computing 1597-1604,3,2016,,
Alessandra Mileo,Citypulse: Large scale data analytics framework for smart cities,"Dan Puiu, Payam Barnaghi, Ralf Tonjes, Daniel Kuemper, Muhammad Intizar Ali, Alessandra Mileo, Josiane Xavier Parreira, Marten Fischer, Sefki Kolozali, Nazli Farajidavar, Feng Gao, Thorben Iggena, Thu-Le Pham, Cosmin-Septimiu Nechifor, Daniel Puschmann, Joao Fernandes",IEEE Access 4 1086-1108,148,2016,,
Alessandra Mileo,Events describe places: Tagging places with event based social network data,"Vinod Hegde, Alessandra Mileo, Alexei Pozdnoukhov",Proceedings of the 3rd IKDD Conference on Data Science 2016 1-6,2,2016,,
Alessandra Mileo,Planning ahead: Stream-driven linked-data access under update-budget constraints,"Shen Gao, Daniele Dell’Aglio, Soheila Dehghanzadeh, Abraham Bernstein, Emanuele Della Valle, Alessandra Mileo",International Semantic Web Conference 252-270,13,2016,,
Alessandra Mileo,Qos-aware stream federation and optimization based on service composition,"Feng Gao, Muhammad Intizar Ali, Edward Curry, Alessandra Mileo",International Journal on Semantic Web and Information Systems (IJSWIS) 12 (4 …,4,2016,,
Alessandra Mileo,Approximate continuous query answering over streams and dynamic linked data sets,"Soheila Dehghanzadeh, Daniele Dell’Aglio, Shen Gao, Emanuele Della Valle, Alessandra Mileo, Abraham Bernstein",International Conference on Web Engineering 307-325,23,2015,,
Alessandra Mileo,"Web Reasoning and Rule Systems: 9th International Conference, RR 2015, Berlin, Germany, August 4-5, 2015, Proceedings.","Balder Ten Cate, Alessandra Mileo",Springer,0,2015,,
Alessandra Mileo,RDF stream processing for smart city applications,"Feng Gao, Muhammad Intizar Ali, Alessandra Mileo",RDF Stream Processing Workshop (ESWC2015) 1-3,1,2015,,
Alessandra Mileo,On the need for adaptivity in rdf stream processing,"Zia Ush Shamszaman, Muhammad Intizar Ali, Alessandra Mileo",,1,2015,,
Alessandra Mileo,Online view maintenance for continuous query evaluation,"Soheila Dehghanzadeh, Alessandra Mileo, Daniele Dell’Aglio, Emanuele Della Valle, Shen Gao, Abraham Bernstein",Proceedings of the 24th International Conference on World Wide Web 25-26,2,2015,,
Alessandra Mileo,A semantic processing framework for IoT-enabled communication systems,"Muhammad Intizar Ali, Naomi Ono, Mahedi Kaysar, Keith Griffin, Alessandra Mileo",International semantic web conference 241-258,26,2015,,
Alessandra Mileo,A Hybrid Approach to Inference in Probabilistic Non-Monotonic Logic Programming.,"Matthias Nickles, Alessandra Mileo",PLP@ ICLP 57-68,11,2015,,
Alessandra Mileo,A system for probabilistic inductive answer set programming,"Matthias Nickles, Alessandra Mileo",International Conference on scalable uncertainty management 99-105,7,2015,,
Alessandra Mileo,Citybench: A configurable benchmark to evaluate rsp engines using smart city datasets,"Muhammad Intizar Ali, Feng Gao, Alessandra Mileo",International Semantic Web Conference 374-389,126,2015,,
Alessandra Mileo,Semantic modelling of smart city data,"Stefan Bischof, Athanasios Karapantelakis, Cosmin-Septimiu Nechifor, Amit P Sheth, Alessandra Mileo, Payam Barnaghi",,82,2014,,
Alessandra Mileo,Using linked data to mine RDF from wikipedia's tables,"Emir Munoz, Aidan Hogan, Alessandra Mileo",Proceedings of the 7th ACM international conference on Web search and data …,59,2014,,
Alessandra Mileo,Real time iot stream processing and large-scale data analytics for smart city applications,"Ralf Tonjes, Payam Barnaghi, M Ali, Alessandra Mileo, M Hauswirth, F Ganz, S Ganea, B Kjærgaard, Daniel Kuemper, Septimiu Nechifor, Dan Puiu, A Sheth, V Tsiatsis, L Vestergaard",poster session European Conference on Networks and Communications,80,2014,,
Alessandra Mileo,Semantic Discovery and Integration of Urban Data Streams⋆,"Feng Gao, Muhammad Intizar Ali, Alessandra Mileo",challenge 7 16,24,2014,,
Alessandra Mileo,How Good Is Your SPARQL Endpoint?,"Muhammad Intizar Ali, Alessandra Mileo","OTM Confederated International Conferences"" On the Move to Meaningful …",5,2014,,
Alessandra Mileo,"Acquisition, Representation and Reasoning About Context with Logic (ARCOE-Logic 2014)","Alessandra Mileo, Martin Homola, Michael Fink",International Conference on Knowledge Engineering and Knowledge Management …,0,2014,,
Alessandra Mileo,"Workshop Notes of the 6th International Workshop on Acquisition, Representation and Reasoning about Context with Logic (ARCOE-Logic 2014)","Michael Fink, Martin Homola, Alessandra Mileo",arXiv arXiv: 1412.8531,0,2014,,
Alessandra Mileo,Qos-aware complex event service composition and optimization using genetic algorithms,"Feng Gao, Edward Curry, Muhammad Intizar Ali, Sami Bhiri, Alessandra Mileo",International Conference on Service-Oriented Computing 386-393,26,2014,,
Alessandra Mileo,Data Provenance Inference in Logic Programming: Reducing Effort of Instance-driven Debugging,"Mohammad Rezwanul Huq, Alessandra Mileo, Andreas Wombacher",Centre for Telematics and Information Technology (CTIT),2,2013,,
Alessandra Mileo,Triplifying Wikipedia's tables,"Emir Munoz, Aidan Hogan, Alessandra Mileo",LD4IE@ ISWC,35,2013,,
Alessandra Mileo,DRETa: extracting RDF from wikitables,"Emir Munoz, Aidan Hogan, Alessandra Mileo",International Semantic Web Conference (Posters & Demos),5,2013,,
Alessandra Mileo,DRETa: extracting RDF from wikitables,"Emir Munoz, Aidan Hogan, Alessandra Mileo",International Semantic Web Conference (Posters & Demos),6,2013,,
Alessandra Mileo,Triplifying Wikipedia's tables,"Emir Munoz, Aidan Hogan, Alessandra Mileo",LD4IE@ ISWC,35,2013,,
Alessandra Mileo,"Update Semantics for Interoperability among XML, RDF and RDB","Muhammad Intizar Ali, Nuno Lopes, Owen Friel, Alessandra Mileo",Asia-Pacific Web Conference 43-50,6,2013,,
Alessandra Mileo,Applying DAC principles to the RDF graph data model,"Sabrina Kirrane, Alessandra Mileo, Stefan Decker",IFIP International Information Security Conference 69-82,7,2013,,
Alessandra Mileo,XSPARQL-Viz: A Mashup-Based Visual Query Editor for XSPARQL,"Syed Zeeshan Haider Gillani, Muhammad Intizar Ali, Alessandra Mileo",Extended Semantic Web Conference 219-224,2,2013,,
Alessandra Mileo,Semantically interlinked notification system for ubiquitous presence management,"Qaiser Mehmood, Muhammad Intizar Ali, Ollie Fagan, Owen Friel, Alessandra Mileo","OTM Confederated International Conferences"" On the Move to Meaningful …",2,2013,,
Alessandra Mileo,ARCOE-LogIC 2013,"Michael Fink, Martin Homola, Alessandra Mileo, Ivan Varzinczak",,0,2013,,
Alessandra Mileo,Secure manipulation of linked data,"Sabrina Kirrane, Ahmed Abdelrahman, Alessandra Mileo, Stefan Decker",International Semantic Web Conference 248-263,28,2013,,
Alessandra Mileo,Probabilistic inductive answer set programming by model sampling and counting,"Alessandra Mileo, Matthias Nickles",LNMR 2013 15,2,2013,,
Alessandra Mileo,Knowledge Representation and Reasoning for Sensory-rich Smart Environments to Support Independent Living,"M Bhatt, Hw Guesgen",Situational Awareness for Assistive Technologies 14 50,0,2012,,
Alessandra Mileo,A logic programming approach for access control over RDF,"Nuno Lopes, Sabrina Kirrane, Antoine Zimmermann, Axel Polleres, Alessandra Mileo",Technical Communications of the 28th International Conference on Logic …,19,2012,,
Alessandra Mileo,A Logic Programming approach for Access Control over RDF,"Antoine Zimmermann, Alessandra Mileo, Nuno Lopes, Axel Polleres, Sabrina Kirrane",International Conference on Logic Programming (ICLP) Technical Communications,0,2012,,
Alessandra Mileo,Protect Your RDF Data!,"Sabrina Kirrane, Nuno Lopes, Alessandra Mileo, Stefan Decker",Joint International Semantic Technology Conference 81-96,6,2012,,
Alessandra Mileo,ARCOE-12,"Michael Fink, Martin Homola, Alessandra Mileo, Ivan Varzinczak",,0,2012,,
Alessandra Mileo,Workshop Organization,"Hai Jin, Hong Wan, Rick Goh Shiow Mong, Jiang Xiao, Zengxiang Li, Siyuan Liu, Xianhe Sun, Yiming Zhang, Hanhua Chen, Zhenjiang Li, Zhidan Liu",,0,2012,,
Alessandra Mileo,Enabling privacy-preserving semantic presence in instant messaging systems,"Anca Dumitrache, Alessandra Mileo, Antoine Zimmermann, Axel Polleres, Philipp Obermeier, Owen Friel",International and Interdisciplinary Conference on Modeling and Using Context …,2,2011,,
Alessandra Mileo,Knowledge-based multi-criteria optimization to support indoor positioning,"Alessandra Mileo, Torsten Schaub, Davide Merico, Roberto Bisiani",Annals of Mathematics and Artificial Intelligence 62 (3-4) 345-370,16,2011,,
